Dataset,Raw_Labels,Kingdom,Phylum,Class,Order,Family,Genus,Species,proposed_label,plankton,living
planktoscope,Pleurosigmataceae,chromista,heterokontophyta,bacillariophyceae,naviculales,pleurosigmataceae,,,pleurosigmataceae,True,True
planktoscope,Podolampas bipes,chromista,myzozoa,dinophyceae,peridiniales,podolampadaceae,podolampas,bipes,podolampas bipes,True,True
planktoscope,Podolampas<Podolampadaceae<Peridiniales<Dinophyceae,chromista,myzozoa,dinophyceae,peridiniales,podolampadaceae,podolampas,,podolampas,True,True
planktoscope,Podon,animalia,arthropoda,branchiopoda,onychopoda,podonidae,podon,,podon,True,True
planktoscope,polar view,chromista,myzozoa,dinophyceae,,,,,dinophyceae,True,True
planktoscope,pollen,,,,,,,,,False,False
planktoscope,Porifera spicule,animalia,porifera,,,,,,porifera,True,True
planktoscope,Proboscia,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,proboscia,,proboscia,True,True
planktoscope,Proplectella,chromista,ciliophora,oligotrichea,choreotrichida,undellidae,proplectella,,proplectella,True,True
planktoscope,Protoperidinium,chromista,myzozoa,dinophyceae,peridiniales,protoperidiniaceae,protoperidinium,,protoperidinium,True,True
planktoscope,Pseudo-Nitzschia chain,chromista,heterokontophyta,bacillariophyceae,bacillariales,bacillariaceae,pseudo-nitzschia,chain,pseudo-nitzschia chain,True,True
planktoscope,Pseudosolenia,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,pseudosolenia,,pseudosolenia,True,True
planktoscope,Pterosperma,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pterospermataceae,pterosperma,,pterosperma,True,True
planktoscope,Ptychocylis,chromista,ciliophora,oligotrichea,choreotrichida,ptychocylididae,ptychocylis,,ptychocylis,True,True
planktoscope,puff,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True
planktoscope,Pyrocystis fusiformis,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,fusiformis,pyrocystis fusiformis,True,True
planktoscope,Pyrocystis hamulus,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,hamulus,pyrocystis hamulus,True,True
planktoscope,Pyrocystis lunula,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,lunula,pyrocystis lunula,True,True
planktoscope,Pyrocystis noctiluca,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,pseudonoctiluca,pyrocystis pseudonoctiluca,True,True
planktoscope,Pyrocystis,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,,pyrocystis,True,True
planktoscope,Pyrophacus,chromista,myzozoa,dinophyceae,gonyaulacales,pyrophacaceae,pyrophacus,,pyrophacus,True,True
planktoscope,Rhabdonella,chromista,ciliophora,oligotrichea,choreotrichida,rhabdonellidae,rhabdonella,,rhabdonella,True,True
planktoscope,Rhabdonellopsis,chromista,ciliophora,oligotrichea,choreotrichida,rhabdonellidae,rhabdonellopsis,,rhabdonellopsis,True,True
planktoscope,Rhizaria,chromista,,,,,,,chromista,True,True
planktoscope,Rhizosolenia bergonii,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,rhizosolenia,bergonii,rhizosolenia bergonii,True,True
planktoscope,Rhizosolenia inter. Richelia,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,rhizosolenia,,rhizosolenia,True,True
planktoscope,Rhizosolenia,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,rhizosolenia,,rhizosolenia,True,True
planktoscope,rods<othertocheck,,,,,,,,,True,True
planktoscope,Rotifera,animalia,rotifera,,,,,,rotifera,True,True
planktoscope,Salpingella<Tintinnidiidae,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,salpingella,,salpingella,True,True
planktoscope,sand,,,,,,,,,False,False
planktoscope,Scyphosphaera apsteinii,chromista,haptophyta,coccolithophyceae,zygodiscales,pontosphaeraceae,scyphosphaera,apsteinii,scyphosphaera apsteinii,True,True
planktoscope,seaweed,,,,,,,,,True,True
planktoscope,setae<Chaetoceros,chromista,heterokontophyta,bacillariophyceae,chaetocerotanae,chaetocerotaceae,chaetoceros,,chaetoceros,True,True
planktoscope,Skeletonema,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,skeletonemaceae,skeletonema,,skeletonema,True,True
planktoscope,sphere<detritus,,,,,,,,,False,False
planktoscope,Spongodiscidae,chromista,radiozoa,polycystina,spumellaria,spongodiscidae,,,spongodiscidae,True,True
planktoscope,Spumellaria,chromista,radiozoa,polycystina,spumellaria,,,,spumellaria,True,True
planktoscope,Steenstrupiella,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,steenstrupiella,,steenstrupiella,True,True
planktoscope,stellate hairs,,,,,,,,,False,False
planktoscope,Sticholonche,chromista,radiozoa,sticholonchea,sticholonchida,,,,sticholonchida,True,True
planktoscope,Striatella,,,,,,,,,True,True
planktoscope,tail<Appendicularia,animalia,chordata,appendicularia,,,,,appendicularia,True,True
planktoscope,Temora,animalia,arthropoda,copepoda,calanoida,temoridae,temora,,temora,True,True
planktoscope,Thalassionematales,chromista,heterokontophyta,bacillariophyceae,thalassionematales,,,,thalassionematales,True,True
planktoscope,Thalassiosirales,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,,,,thalassiosirales,True,True
planktoscope,Tiarina,chromista,ciliophora,prostomatea,prorodontida,colepidae,tiarina,,tiarina,True,True
planktoscope,Tintinnina,chromista,ciliophora,oligotrichea,choreotrichida,,,,choreotrichida,True,True
planktoscope,Tintinnopsis,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,tintinnopsis,,tintinnopsis,True,True
planktoscope,Triceratium,chromista,heterokontophyta,bacillariophyceae,triceratiales,triceratiaceae,triceratium,,triceratium,True,True
planktoscope,Trichodesmium,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True
planktoscope,Trigonium,chromista,heterokontophyta,bacillariophyceae,biddulphiales,biddulphiaceae,trigonium,,trigonium,True,True
planktoscope,Tripos arcticus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,arcticus,tripos arcticus,True,True
planktoscope,Triposolenia<Amphisoleniaceae<Dinophysiales,chromista,myzozoa,dinophyceae,dinophysales,amphisoleniaceae,triposolenia,,triposolenia,True,True
planktoscope,Undellidae,chromista,ciliophora,oligotrichea,choreotrichida,undellidae,,,undellidae,True,True
planktoscope,ushape,,,,,,,,,True,True
planktoscope,veliger<Mollusca,animalia,mollusca,,,,,,mollusca,True,True
planktoscope,Xystonella,chromista,ciliophora,oligotrichea,choreotrichida,xystonellidae,xystonella,,xystonella,True,True
planktoscope,Xystonellidae,chromista,ciliophora,oligotrichea,choreotrichida,xystonellidae,,,xystonellidae,True,True
planktoscope,Xystonellopsis paradoxa,chromista,ciliophora,oligotrichea,choreotrichida,xystonellidae,xystonellopsis,paradoxa,xystonellopsis paradoxa,True,True
planktoscope,Xystonellopsis,chromista,ciliophora,oligotrichea,choreotrichida,xystonellidae,xystonellopsis,,xystonellopsis,True,True
planktoscope,zoea<Decapoda,animalia,arthropoda,malacostraca,decapoda,,,,decapoda,True,True
planktoscope,Zoothamniidae,chromista,ciliophora,oligohymenophorea,sessilida,zoothamniidae,,,zoothamniidae,True,True
